date,tps,cpu_usage,ram_usage,players_online,avg_ping,treatment,iteration
2025-06-22 21:12:54.347000-06:00,20.0,3.6057271838123603,1376,0,,T2,1_1
2025-06-22 21:13:54.347000-06:00,19.969270258620927,15.025060521906193,1365,1,,T2,1_1
2025-06-22 21:14:54.347000-06:00,19.910263373803808,35.390670488509116,1341,2,,T2,1_1
2025-06-22 21:15:54.347000-06:00,19.990457820680312,25.65714998598327,1403,2,,T2,1_1
2025-06-22 21:16:54.347000-06:00,19.985297706503847,22.02973878260041,1423,2,,T2,1_1
2025-06-22 21:17:54.347000-06:00,19.995676997892883,20.839440467385124,1424,2,148.5,T2,1_1
2025-06-22 21:18:54.347000-06:00,19.73246313594956,22.469568901735258,1432,2,151.5,T2,1_1
2025-06-22 21:19:54.347000-06:00,19.992403574215864,21.692603628325053,1431,2,157.0,T2,1_1
2025-06-22 21:20:54.347000-06:00,19.990457235465783,22.743403286059003,1451,2,144.5,T2,1_1
2025-06-22 21:21:54.347000-06:00,19.996402105148274,19.612481314437126,1425,2,141.0,T2,1_1
2025-06-22 21:22:54.347000-06:00,19.99718613813577,19.114409561527793,1467,2,145.5,T2,1_1
2025-06-22 21:23:54.347000-06:00,19.762316333336525,21.939346260237162,1459,2,150.5,T2,1_1
2025-06-22 21:24:54.347000-06:00,19.995753550186617,17.414748259735617,1453,2,147.0,T2,1_1
2025-06-22 21:25:54.347000-06:00,19.996629513170824,18.11956564410003,1466,2,157.0,T2,1_1
2025-06-22 21:26:54.347000-06:00,19.999127311595373,17.45996809383716,1455,2,162.5,T2,1_1
2025-06-22 21:27:54.347000-06:00,19.950435003187,13.095436934896462,1417,2,162.0,T2,1_1
2025-06-22 21:28:54.347000-06:00,19.813145505510693,15.060825520560778,1452,1,160.0,T2,1_1
2025-06-22 21:29:54.347000-06:00,20.0,12.338501571795753,1393,1,166.0,T2,1_1
2025-06-22 21:30:54.347000-06:00,20.0,12.159601217420327,1369,1,160.0,T2,1_1
2025-06-22 21:31:54.347000-06:00,20.0,12.923365303029668,1388,1,169.0,T2,1_1
2025-06-22 21:32:54.347000-06:00,20.0,14.068650429107402,1380,1,164.0,T2,1_1
2025-06-22 21:33:54.347000-06:00,19.811090871845014,14.476342152067625,1363,1,155.0,T2,1_1
2025-06-22 21:34:54.347000-06:00,20.0,13.906190987930971,1391,1,150.0,T2,1_1
2025-06-22 21:35:54.347000-06:00,20.0,11.545846902597544,1360,1,166.0,T2,1_1
2025-06-22 21:36:54.347000-06:00,20.0,11.18204889703105,1353,1,152.0,T2,1_1
2025-06-22 21:37:54.347000-06:00,20.0,12.328679664006406,1330,1,152.0,T2,1_1
2025-06-22 21:38:54.347000-06:00,19.82165125728383,14.05124807516895,1359,1,165.0,T2,1_1
2025-06-22 21:39:54.347000-06:00,20.0,12.544454812550395,1369,1,167.0,T2,1_1
2025-06-22 21:40:54.347000-06:00,20.0,11.393282448765245,1348,1,173.0,T2,1_1
2025-06-22 21:41:54.347000-06:00,20.0,11.968224033764299,1327,1,152.0,T2,1_1
2025-06-22 21:42:54.347000-06:00,20.0,12.745097984715745,1345,1,143.0,T2,1_1
2025-06-22 21:43:54.347000-06:00,19.829345723531972,12.1708993679925,1405,1,153.0,T2,1_1
2025-06-22 21:44:54.347000-06:00,20.0,9.984424437821794,1348,1,163.0,T2,1_1
2025-06-22 21:45:54.347000-06:00,20.0,10.852994134132832,1342,1,160.0,T2,1_1
2025-06-22 21:46:54.347000-06:00,20.0,12.442928204915395,1353,1,165.0,T2,1_1
2025-06-22 21:47:54.347000-06:00,20.0,14.846822360106911,1346,1,167.0,T2,1_1
2025-06-22 21:48:54.347000-06:00,19.818180750340936,14.063141732002869,1347,1,173.0,T2,1_1
2025-06-22 21:49:54.347000-06:00,19.94538561134399,4.905296536441548,1328,0,165.0,T2,1_2
2025-06-22 21:50:54.347000-06:00,20.0,1.2463331751592757,1555,0,165.0,T2,1_2
2025-06-22 21:51:54.347000-06:00,20.0,2.0493775695801744,1590,0,165.0,T2,1_2
2025-06-22 21:52:54.347000-06:00,20.0,1.3894301803621438,1626,0,165.0,T2,1_2
2025-06-22 21:53:54.347000-06:00,20.0,1.5481595698122999,1662,0,165.0,T2,1_2
2025-06-22 21:54:54.347000-06:00,20.0,2.65634405054041,1696,0,165.0,T2,1_2
2025-06-22 21:55:54.347000-06:00,20.0,2.3327552550661186,1730,0,165.0,T2,1_2
2025-06-22 21:56:54.347000-06:00,20.0,1.2924558823719323,1495,0,165.0,T2,1_2
2025-06-22 21:57:54.347000-06:00,20.0,2.293293768880855,950,0,165.0,T2,1_2
2025-06-22 21:58:54.347000-06:00,20.0,3.551006045329751,983,0,165.0,T2,1_2
2025-06-22 21:59:54.347000-06:00,20.0,3.171906893351561,1016,0,165.0,T2,1_2
2025-06-22 22:00:54.347000-06:00,20.0,3.297228843053262,1050,0,165.0,T2,1_2
2025-06-22 22:01:54.347000-06:00,20.0,3.226075529401729,1086,0,165.0,T2,1_2
2025-06-22 22:02:54.347000-06:00,20.0,3.211304586354163,1121,0,165.0,T2,1_2
2025-06-22 22:03:54.347000-06:00,20.0,2.3124321213006103,1154,0,165.0,T2,1_2
2025-06-22 22:04:54.347000-06:00,20.0,1.195310106404187,1188,0,165.0,T2,1_2
2025-06-22 22:05:54.347000-06:00,20.0,1.9899477534616012,1221,0,165.0,T2,1_2
2025-06-22 22:06:54.347000-06:00,20.0,3.154716626070617,1255,0,165.0,T2,1_2
2025-06-22 22:07:54.347000-06:00,20.0,1.1452018032138502,1289,0,165.0,T2,1_2
2025-06-22 22:08:54.347000-06:00,20.0,1.4570826959154892,1322,0,165.0,T2,1_2
2025-06-22 22:09:54.347000-06:00,20.0,1.9552631149814355,1356,0,165.0,T2,1_2
2025-06-23 18:15:46.044000-06:00,19.981486773694407,29.35904391367638,1343,1,165.0,T2,1_3
2025-06-23 18:16:46.044000-06:00,19.97834026158304,17.786929113970395,1525,1,165.0,T2,1_3
2025-06-23 18:17:46.044000-06:00,19.996679136092837,16.091280324699397,1503,1,108.0,T2,1_3
2025-06-23 18:18:46.044000-06:00,20.0,15.217160518962874,1494,1,138.0,T2,1_3
2025-06-23 18:19:46.044000-06:00,20.0,14.827129763891097,1472,1,152.0,T2,1_3
2025-06-23 18:20:46.044000-06:00,19.76742951410431,14.035954576955,1483,1,143.0,T2,1_3
2025-06-23 18:21:46.044000-06:00,20.0,13.403466373572046,1483,1,137.0,T2,1_3
2025-06-23 18:22:46.044000-06:00,19.999603706918,15.630741470902416,1502,1,146.0,T2,1_3
2025-06-23 18:23:46.044000-06:00,20.0,15.581599843079609,1516,1,149.0,T2,1_3
2025-06-23 18:24:46.044000-06:00,20.0,15.009934842726489,1495,1,167.0,T2,1_3
2025-06-23 18:25:46.044000-06:00,19.77392355558487,12.731428405287675,1490,1,149.0,T2,1_3
2025-06-23 18:26:46.044000-06:00,20.0,14.334343767907102,1599,1,146.0,T2,1_3
2025-06-23 18:27:46.044000-06:00,20.0,14.526941248898279,1550,1,151.0,T2,1_3
2025-06-23 18:28:46.044000-06:00,19.999923076217193,12.872094296793614,1526,1,164.0,T2,1_3
2025-06-23 18:29:46.044000-06:00,19.984320174491366,19.955641712793742,1483,1,144.0,T2,1_3
2025-06-23 18:30:46.044000-06:00,19.778828383956416,16.52374294483583,1624,1,142.0,T2,1_3
2025-06-23 18:31:46.044000-06:00,20.0,14.262091256599044,1575,1,139.0,T2,1_3
2025-06-23 18:32:46.044000-06:00,20.0,13.521317992704025,1557,1,139.0,T2,1_3
2025-06-23 18:33:46.044000-06:00,19.994222286194706,13.294218830005123,1530,1,149.0,T2,1_3
2025-06-23 18:34:46.044000-06:00,19.937285356929863,5.009850009710968,1264,1,142.0,T2,1_3
2025-06-23 18:35:46.044000-06:00,19.811202411740556,1.6879844447975707,1277,0,142.0,T2,1_3
2025-06-23 18:36:46.044000-06:00,20.0,2.1777287539505976,1323,0,142.0,T2,1_3
2025-06-23 18:37:46.044000-06:00,20.0,1.4439947604922583,1357,0,142.0,T2,1_3
2025-06-23 18:38:46.044000-06:00,20.0,2.581952693248231,1391,0,142.0,T2,1_3
2025-06-23 18:39:46.044000-06:00,20.0,1.4418586237795084,1425,0,142.0,T2,1_3
2025-06-23 18:40:46.044000-06:00,19.9900880856289,13.039145266275522,1498,1,142.0,T2,1_3
2025-06-23 18:41:46.044000-06:00,19.99990263802128,18.188075071287322,1636,1,142.0,T2,1_3
2025-06-23 18:42:46.044000-06:00,20.0,15.817745715036107,1653,1,142.0,T2,1_3
2025-06-23 18:43:46.044000-06:00,19.998175498472317,15.635093887388102,1620,1,2.0,T2,1_3
2025-06-23 18:44:46.044000-06:00,19.999951170154112,15.86404238335203,1658,1,29.0,T2,1_3
2025-06-23 18:45:46.044000-06:00,19.787838970631874,15.549585518300756,1589,1,16.0,T2,1_3
2025-06-23 18:46:46.044000-06:00,20.0,14.722184218728994,1559,1,6.0,T2,1_3
2025-06-23 18:47:46.044000-06:00,20.0,14.762108864954447,1625,1,9.0,T2,1_3
2025-06-23 18:48:46.044000-06:00,19.91415357240903,8.82279390018892,1877,1,5.0,T2,1_3
